Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,Partisan Lean,Primary %,Emily Endorsed?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Party Support?,District_Num
Doug Hassett,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,11.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,36
Robert Bentley,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,9.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,36
Ryan Downing,CA,U.S. House California District 38,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
Young Kim,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,2.99,39.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,39
Bob Huff,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,11.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1,39
John Cullum,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,2.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1,39
Phil Liberatore,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,21.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1,39
Shawn Nelson,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,12.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1,39
Andrew Sarega,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,1.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1,39
Steve Vargas,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,2.99,5.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1,39
Aja Smith,CA,U.S. House California District 41,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Omar Navarro,CA,U.S. House California District 43,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,56.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Frank DeMartini,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,27.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Edwin Duterte,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,16.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Jazmina Saavedra,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,58.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
Stacey Dash,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,41.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
Russell Lambert,CA,U.S. House California District 46,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46
John Briscoe,CA,U.S. House California District 47,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,54.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
David Clifford,CA,U.S. House California District 47,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,45.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
Diane Harkey,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,1.42,52.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,49
Kristin Gaspar,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,18.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1,49
Rocky ChÌÁvez,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,15.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1,49
Joshua Schoonover,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,1.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1,49
Brian Maryott,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,6.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1,49
Craig Nordal,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,1.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1,49
David Medway,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,1.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1,49
Mike Schmitt,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,1.42,2.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1,49
Juan Hidalgo,CA,U.S. House California District 51,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,49.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
Louis Fuentes,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,53.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
John Renison Jr.,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,45.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51
Omar Qudrat,CA,U.S. House California District 52,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,37.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52
James Veltmeyer,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,27.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52
John Horst,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,8.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52
Danny Casara,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,11.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52
Michael Allman,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,9.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52
Jeff Cullen,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,5.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,52
Morgan Murtaugh,CA,U.S. House California District 53,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,42.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
Matt Mendoza,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,40.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
Brett Goda,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,5.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
Shawn Gino Kane,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,10.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53
Andrew Grant,CA,U.S. House California District 7,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,69.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
Yona Barash,CA,U.S. House California District 7,Representative,Regular,6/5/18,Lost,None,-7.729106964285712,30.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,7
Marla Livengood,CA,U.S. House California District 9,Representative,Regular,6/5/18,Advanced,None,-7.729106964285712,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9
Jerry Laws,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,3.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Kevin Mottus,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,3.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Roque De La Fuente,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,6.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tom Palzer,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,9.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Patrick Little,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,4.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Erin Cruz,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,12.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Mario Nabliba,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,1.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Paul Taylor,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,14.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Arun Bhumitra,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,15.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
James Bradley,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,25.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
John Crew,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,-7.729106964285712,4.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Casper Stockham,CO,U.S. House Colorado District 1,Representative,Regular,6/26/18,Advanced,None,-6.72599978,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Peter Yu,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,18.040001,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
Mark Barrington,CO,U.S. House Colorado District 7,Representative,Regular,6/26/18,Advanced,None,-6.72599978,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
David Callahan,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,Advanced,None,-23.386249708333338,93.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13
Femi Akinkugbe,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,Lost,None,-23.386249708333338,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13
Herman West Jr.,GA,U.S. House Georgia District 2,Representative,Regular,5/22/18,Advanced,None,-23.386249708333338,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
Joe Profit,GA,U.S. House Georgia District 4,Representative,Regular,5/22/18,Advanced,None,-23.386249708333338,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
Chris Peters,IA,U.S. House Iowa District 2,Representative,Regular,6/5/18,Advanced,None,-9.45800033,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
Russ Fulcher,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Advanced,None,-39.43,43.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0,1
Christy Perry,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,11.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,1
Luke Malek,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,14.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0,1
David Leroy,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,15.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,1
Michael Snyder,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,10.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,1
Nick Henderson,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,2.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,1
Alex Gallegos,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,-39.43,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,1
Jimmy Lee Tillman II,IL,U.S. House Illinois District 1,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
Doug Bennett,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,36.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
Sapan Shah,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,29.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
Jeremy Wynes,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,34.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
Nick Stella,IL,U.S. House Illinois District 11,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,79.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11
Connor Vlakancic,IL,U.S. House Illinois District 11,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,20.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11
Bill Fawell,IL,U.S. House Illinois District 17,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17
David Merkle,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,36.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
John Morrow,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,27.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
Patrick Harmon,IL,U.S. House Illinois District 2,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,35.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
Arthur Jones,IL,U.S. House Illinois District 3,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
Mark Wayne Lorch,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,Advanced,None,65.089996,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
Tom Hanson,IL,U.S. House Illinois District 5,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
Craig Cameron,IL,U.S. House Illinois District 7,Representative,Regular,3/20/18,Advanced,None,-4.882424783636363,56.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
Jeffrey Leef,IL,U.S. House Illinois District 7,Representative,Regular,3/20/18,Lost,None,-4.882424783636363,43.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
